,0,1,Embedding # of Shots 8,Embedding Example Paths 8,Embedding Example Categories 8,Embedding Same Category Count 8,Random # of Shots 8,Random Example Paths 8,Random Example Categories 8,Random Same Category Count 8,Embedding # of Shots 4,Embedding Example Paths 4,Embedding Example Categories 4,Embedding Same Category Count 4,Random # of Shots 4,Random Example Paths 4,Random Example Categories 4,Random Same Category Count 4,Random # of Shots 2,Random Example Paths 2,Random Example Categories 2,Random Same Category Count 2,Embedding # of Shots 2,Embedding Example Paths 2,Embedding Example Categories 2,Embedding Same Category Count 2,Embedding # of Shots 1,Embedding Example Paths 1,Embedding Example Categories 1,Embedding Same Category Count 1,Random # of Shots 1,Random Example Paths 1,Random Example Categories 1,Random Same Category Count 1,Embedding # of Shots 0,Embedding Example Paths 0,Embedding Example Categories 0,Embedding Same Category Count 0,Random # of Shots 0,Random Example Paths 0,Random Example Categories 0,Random Same Category Count 0
0,./data/deepweeds/images/20170728-152004-1.jpg,Prickly acacia,Prickly acacia,"['./data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20170727-124521-1.jpg', './data/deepweeds/images/20170727-113159-1.jpg', './data/deepweeds/images/20170920-114717-3.jpg', './data/deepweeds/images/20180109-105153-1.jpg', './data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20171025-092626-2.jpg', './data/deepweeds/images/20171113-132754-3.jpg']","['Prickly acacia', 'Prickly acacia', 'Prickly acacia', 'Parkinsonia', 'Negative', 'Parthenium', 'Parthenium', 'Siam weed']",3.0,Parkinsonia,"['./data/deepweeds/images/20171025-100416-2.jpg', './data/deepweeds/images/20170811-104825-2.jpg', './data/deepweeds/images/20170920-172144-1.jpg', './data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20170811-162102-1.jpg', './data/deepweeds/images/20170718-132237-2.jpg', './data/deepweeds/images/20171109-194851-1.jpg', './data/deepweeds/images/20180109-103216-1.jpg']","['Parthenium', 'Chinee apple', 'Parkinsonia', 'Parkinsonia', 'Chinee apple', 'Snake weed', 'Rubber vine', 'Negative']",0.0,Prickly acacia,"['./data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20170727-124521-1.jpg', './data/deepweeds/images/20170727-113159-1.jpg', './data/deepweeds/images/20170920-114717-3.jpg']","['Prickly acacia', 'Prickly acacia', 'Prickly acacia', 'Parkinsonia']",3.0,Chinee apple,"['./data/deepweeds/images/20171025-074729-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20171102-120816-1.jpg', './data/deepweeds/images/20170627-104853-0.jpg']","['Parthenium', 'Lantana', 'Parkinsonia', 'Snake weed']",0.0,Prickly acacia,"['./data/deepweeds/images/20170920-174414-1.jpg', './data/deepweeds/images/20170906-095420-4.jpg']","['Prickly acacia', 'Parthenium']",1.0,Prickly acacia,"['./data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20170727-124521-1.jpg']","['Prickly acacia', 'Prickly acacia']",2.0,Snake weed,['./data/deepweeds/images/20170727-120008-3.jpg'],['Prickly acacia'],1.0,Parthenium,['./data/deepweeds/images/20170706-112624-0.jpg'],['Snake weed'],0.0,Negative,[],[],0.0,Negative,[],[],0.0
1,./data/deepweeds/images/20170210-142422-0.jpg,Snake weed,Snake weed,"['./data/deepweeds/images/20170210-142647-0.jpg', './data/deepweeds/images/20170627-104853-0.jpg', './data/deepweeds/images/20170718-132237-2.jpg', './data/deepweeds/images/20170210-142848-0.jpg', './data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20170718-132737-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20170706-130402-3.jpg']","['Snake weed', 'Snake weed', 'Snake weed', 'Snake weed', 'Chinee apple', 'Snake weed', 'Lantana', 'Lantana']",5.0,Rubber vine,"['./data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20170405-160013-0.jpg', './data/deepweeds/images/20171212-095841-3.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20171109-093602-2.jpg', './data/deepweeds/images/20171121-084910-1.jpg', './data/deepweeds/images/20171102-120816-1.jpg', './data/deepweeds/images/20171025-082114-2.jpg']","['Chinee apple', 'Chinee apple', 'Negative', 'Parkinsonia', 'Rubber vine', 'Siam weed', 'Parkinsonia', 'Parthenium']",0.0,Snake weed,"['./data/deepweeds/images/20170210-142647-0.jpg', './data/deepweeds/images/20170627-104853-0.jpg', './data/deepweeds/images/20170718-132237-2.jpg', './data/deepweeds/images/20170210-142848-0.jpg']","['Snake weed', 'Snake weed', 'Snake weed', 'Snake weed']",4.0,Chinee apple,"['./data/deepweeds/images/20180109-103216-1.jpg', './data/deepweeds/images/20171025-080031-3.jpg', './data/deepweeds/images/20171109-093143-1.jpg', './data/deepweeds/images/20171109-091107-1.jpg']","['Negative', 'Parthenium', 'Rubber vine', 'Rubber vine']",0.0,Chinee apple,"['./data/deepweeds/images/20171109-093204-2.jpg', './data/deepweeds/images/20170920-111042-3.jpg']","['Rubber vine', 'Prickly acacia']",0.0,Snake weed,"['./data/deepweeds/images/20170210-142647-0.jpg', './data/deepweeds/images/20170627-104853-0.jpg']","['Snake weed', 'Snake weed']",2.0,Snake weed,['./data/deepweeds/images/20170210-142647-0.jpg'],['Snake weed'],1.0,Rubber vine,['./data/deepweeds/images/20170920-095313-3.jpg'],['Parkinsonia'],0.0,Rubber vine,[],[],0.0,Rubber vine,[],[],0.0
2,./data/deepweeds/images/20170920-130439-2.jpg,Parkinsonia,Parkinsonia,"['./data/deepweeds/images/20170920-172144-1.jpg', './data/deepweeds/images/20170920-111229-2.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20170920-095313-3.jpg', './data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20170728-120256-2.jpg', './data/deepweeds/images/20171113-135507-3.jpg', './data/deepweeds/images/20171102-103736-2.jpg']","['Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Prickly acacia', 'Siam weed', 'Parkinsonia']",6.0,Parkinsonia,"['./data/deepweeds/images/20170630-154706-0.jpg', './data/deepweeds/images/20180109-105153-1.jpg', './data/deepweeds/images/20171113-142059-2.jpg', './data/deepweeds/images/20171102-120816-1.jpg', './data/deepweeds/images/20171025-082439-1.jpg', './data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20170727-113159-1.jpg', './data/deepweeds/images/20170706-112624-0.jpg']","['Snake weed', 'Negative', 'Siam weed', 'Parkinsonia', 'Chinee apple', 'Prickly acacia', 'Prickly acacia', 'Snake weed']",1.0,Parkinsonia,"['./data/deepweeds/images/20170920-172144-1.jpg', './data/deepweeds/images/20170920-111229-2.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20170920-095313-3.jpg']","['Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia']",4.0,Prickly acacia,"['./data/deepweeds/images/20170727-164330-1.jpg', './data/deepweeds/images/20170718-132737-2.jpg', './data/deepweeds/images/20171102-120816-1.jpg', './data/deepweeds/images/20170714-120304-3.jpg']","['Prickly acacia', 'Snake weed', 'Parkinsonia', 'Lantana']",1.0,Parkinsonia,"['./data/deepweeds/images/20170126-095837-0.jpg', './data/deepweeds/images/20171025-100510-2.jpg']","['Lantana', 'Parthenium']",0.0,Parkinsonia,"['./data/deepweeds/images/20170920-172144-1.jpg', './data/deepweeds/images/20170920-111229-2.jpg']","['Parkinsonia', 'Parkinsonia']",2.0,Parkinsonia,['./data/deepweeds/images/20170920-172144-1.jpg'],['Parkinsonia'],1.0,Parkinsonia,['./data/deepweeds/images/20171113-135507-3.jpg'],['Siam weed'],0.0,Parkinsonia,[],[],0.0,Parkinsonia,[],[],0.0
3,./data/deepweeds/images/20170714-120648-3.jpg,Lantana,Lantana,"['./data/deepweeds/images/20180112-072618-2.jpg', './data/deepweeds/images/20180112-072356-2.jpg', './data/deepweeds/images/20171109-093602-2.jpg', './data/deepweeds/images/20171121-084910-1.jpg', './data/deepweeds/images/20170630-154706-0.jpg', './data/deepweeds/images/20170714-110205-1.jpg', './data/deepweeds/images/20170718-132000-2.jpg', './data/deepweeds/images/20180119-105242-2.jpg']","['Negative', 'Negative', 'Rubber vine', 'Siam weed', 'Snake weed', 'Lantana', 'Chinee apple', 'Negative']",1.0,Lantana,"['./data/deepweeds/images/20170127-101927-0.jpg', './data/deepweeds/images/20171113-092801-1.jpg', './data/deepweeds/images/20170920-114717-3.jpg', './data/deepweeds/images/20171025-075255-3.jpg', './data/deepweeds/images/20171113-124517-3.jpg', './data/deepweeds/images/20170127-101415-0.jpg', './data/deepweeds/images/20170728-152004-1.jpg', './data/deepweeds/images/20171113-132015-3.jpg']","['Lantana', 'Rubber vine', 'Parkinsonia', 'Parthenium', 'Siam weed', 'Lantana', 'Prickly acacia', 'Siam weed']",2.0,Lantana,"['./data/deepweeds/images/20180112-072618-2.jpg', './data/deepweeds/images/20180112-072356-2.jpg', './data/deepweeds/images/20171109-093602-2.jpg', './data/deepweeds/images/20171121-084910-1.jpg']","['Negative', 'Negative', 'Rubber vine', 'Siam weed']",0.0,Snake weed,"['./data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20170811-104825-2.jpg', './data/deepweeds/images/20170811-163650-1.jpg', './data/deepweeds/images/20170727-120008-3.jpg']","['Chinee apple', 'Chinee apple', 'Chinee apple', 'Prickly acacia']",0.0,Lantana,"['./data/deepweeds/images/20170727-164330-1.jpg', './data/deepweeds/images/20171212-094952-1.jpg']","['Prickly acacia', 'Negative']",0.0,Lantana,"['./data/deepweeds/images/20180112-072618-2.jpg', './data/deepweeds/images/20180112-072356-2.jpg']","['Negative', 'Negative']",0.0,Snake weed,['./data/deepweeds/images/20180112-072618-2.jpg'],['Negative'],0.0,Lantana,['./data/deepweeds/images/20171102-120816-1.jpg'],['Parkinsonia'],0.0,Lantana,[],[],0.0,Lantana,[],[],0.0
4,./data/deepweeds/images/20170920-172144-1.jpg,Parkinsonia,Parkinsonia,"['./data/deepweeds/images/20170920-095313-3.jpg', './data/deepweeds/images/20170920-130439-2.jpg', './data/deepweeds/images/20170920-111229-2.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20171102-121717-1.jpg', './data/deepweeds/images/20171102-103736-2.jpg', './data/deepweeds/images/20170906-095420-4.jpg']","['Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parthenium']",7.0,Parkinsonia,"['./data/deepweeds/images/20171102-103736-2.jpg', './data/deepweeds/images/20170729-090327-1.jpg', './data/deepweeds/images/20180109-103216-1.jpg', './data/deepweeds/images/20170718-132000-2.jpg', './data/deepweeds/images/20171205-134436-2.jpg', './data/deepweeds/images/20170728-120256-2.jpg', './data/deepweeds/images/20171113-132754-3.jpg', './data/deepweeds/images/20171025-080031-3.jpg']","['Parkinsonia', 'Prickly acacia', 'Negative', 'Chinee apple', 'Negative', 'Prickly acacia', 'Siam weed', 'Parthenium']",1.0,Parkinsonia,"['./data/deepweeds/images/20170920-095313-3.jpg', './data/deepweeds/images/20170920-130439-2.jpg', './data/deepweeds/images/20170920-111229-2.jpg', './data/deepweeds/images/20170920-110443-2.jpg']","['Parkinsonia', 'Parkinsonia', 'Parkinsonia', 'Parkinsonia']",4.0,Parkinsonia,"['./data/deepweeds/images/20171102-120816-1.jpg', './data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20171109-091335-3.jpg', './data/deepweeds/images/20180112-072618-2.jpg']","['Parkinsonia', 'Parkinsonia', 'Rubber vine', 'Negative']",2.0,Parkinsonia,"['./data/deepweeds/images/20171113-142059-2.jpg', './data/deepweeds/images/20170127-101927-0.jpg']","['Siam weed', 'Lantana']",0.0,Parkinsonia,"['./data/deepweeds/images/20170920-095313-3.jpg', './data/deepweeds/images/20170920-130439-2.jpg']","['Parkinsonia', 'Parkinsonia']",2.0,Parkinsonia,['./data/deepweeds/images/20170920-095313-3.jpg'],['Parkinsonia'],1.0,Parkinsonia,['./data/deepweeds/images/20170913-110133-3.jpg'],['Rubber vine'],0.0,Parkinsonia,[],[],0.0,Parkinsonia,[],[],0.0
5,./data/deepweeds/images/20171109-091335-3.jpg,Rubber vine,Rubber vine,"['./data/deepweeds/images/20171109-194851-1.jpg', './data/deepweeds/images/20171109-093143-1.jpg', './data/deepweeds/images/20171109-093204-2.jpg', './data/deepweeds/images/20171109-091107-1.jpg', './data/deepweeds/images/20171102-121717-1.jpg', './data/deepweeds/images/20171109-073321-3.jpg', './data/deepweeds/images/20170714-110205-1.jpg', './data/deepweeds/images/20171121-084910-1.jpg']","['Rubber vine', 'Rubber vine', 'Rubber vine', 'Rubber vine', 'Parkinsonia', 'Rubber vine', 'Lantana', 'Siam weed']",5.0,Rubber vine,"['./data/deepweeds/images/20171109-091107-1.jpg', './data/deepweeds/images/20170714-120648-3.jpg', './data/deepweeds/images/20171113-132754-3.jpg', './data/deepweeds/images/20171109-093204-2.jpg', './data/deepweeds/images/20171109-093143-1.jpg', './data/deepweeds/images/20170811-104825-2.jpg', './data/deepweeds/images/20171109-093551-2.jpg', './data/deepweeds/images/20170920-111042-3.jpg']","['Rubber vine', 'Lantana', 'Siam weed', 'Rubber vine', 'Rubber vine', 'Chinee apple', 'Rubber vine', 'Prickly acacia']",4.0,Rubber vine,"['./data/deepweeds/images/20171109-194851-1.jpg', './data/deepweeds/images/20171109-093143-1.jpg', './data/deepweeds/images/20171109-093204-2.jpg', './data/deepweeds/images/20171109-091107-1.jpg']","['Rubber vine', 'Rubber vine', 'Rubber vine', 'Rubber vine']",4.0,Negative,"['./data/deepweeds/images/20170811-163650-1.jpg', './data/deepweeds/images/20170729-092929-2.jpg', './data/deepweeds/images/20171113-132015-3.jpg', './data/deepweeds/images/20170920-174414-1.jpg']","['Chinee apple', 'Prickly acacia', 'Siam weed', 'Prickly acacia']",0.0,Negative,"['./data/deepweeds/images/20170727-124521-1.jpg', './data/deepweeds/images/20171025-092626-2.jpg']","['Prickly acacia', 'Parthenium']",0.0,Rubber vine,"['./data/deepweeds/images/20171109-194851-1.jpg', './data/deepweeds/images/20171109-093143-1.jpg']","['Rubber vine', 'Rubber vine']",2.0,Snake weed,['./data/deepweeds/images/20171109-194851-1.jpg'],['Rubber vine'],1.0,Negative,['./data/deepweeds/images/20170714-110205-1.jpg'],['Lantana'],0.0,Negative,[],[],0.0,Negative,[],[],0.0
6,./data/deepweeds/images/20170729-092929-2.jpg,Prickly acacia,Prickly acacia,"['./data/deepweeds/images/20170920-114717-3.jpg', './data/deepweeds/images/20170729-090327-1.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20170727-124521-1.jpg', './data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20171113-132754-3.jpg', './data/deepweeds/images/20171025-092626-2.jpg']","['Parkinsonia', 'Prickly acacia', 'Parkinsonia', 'Prickly acacia', 'Parkinsonia', 'Prickly acacia', 'Siam weed', 'Parthenium']",3.0,Prickly acacia,"['./data/deepweeds/images/20171212-094952-1.jpg', './data/deepweeds/images/20170714-120304-3.jpg', './data/deepweeds/images/20180112-081137-2.jpg', './data/deepweeds/images/20170920-130439-2.jpg', './data/deepweeds/images/20170728-152004-1.jpg', './data/deepweeds/images/20170304-124640-0.jpg', './data/deepweeds/images/20170728-120256-2.jpg', './data/deepweeds/images/20170210-142647-0.jpg']","['Negative', 'Lantana', 'Negative', 'Parkinsonia', 'Prickly acacia', 'Chinee apple', 'Prickly acacia', 'Snake weed']",2.0,Prickly acacia,"['./data/deepweeds/images/20170920-114717-3.jpg', './data/deepweeds/images/20170729-090327-1.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20170727-124521-1.jpg']","['Parkinsonia', 'Prickly acacia', 'Parkinsonia', 'Prickly acacia']",2.0,Prickly acacia,"['./data/deepweeds/images/20171109-091107-1.jpg', './data/deepweeds/images/20170718-132000-2.jpg', './data/deepweeds/images/20170728-152004-1.jpg', './data/deepweeds/images/20171025-082114-2.jpg']","['Rubber vine', 'Chinee apple', 'Prickly acacia', 'Parthenium']",1.0,Negative,"['./data/deepweeds/images/20171113-135507-3.jpg', './data/deepweeds/images/20170127-101927-0.jpg']","['Siam weed', 'Lantana']",0.0,Negative,"['./data/deepweeds/images/20170920-114717-3.jpg', './data/deepweeds/images/20170729-090327-1.jpg']","['Parkinsonia', 'Prickly acacia']",1.0,Snake weed,['./data/deepweeds/images/20170920-114717-3.jpg'],['Parkinsonia'],0.0,Rubber vine,['./data/deepweeds/images/20170920-111229-2.jpg'],['Parkinsonia'],0.0,Negative,[],[],0.0,Negative,[],[],0.0
7,./data/deepweeds/images/20170630-154442-0.jpg,Snake weed,Lantana,"['./data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20170811-163650-1.jpg', './data/deepweeds/images/20171109-093602-2.jpg', './data/deepweeds/images/20170304-124640-0.jpg', './data/deepweeds/images/20170630-154706-0.jpg', './data/deepweeds/images/20170714-110205-1.jpg', './data/deepweeds/images/20170714-120648-3.jpg']","['Parthenium', 'Lantana', 'Chinee apple', 'Rubber vine', 'Chinee apple', 'Snake weed', 'Lantana', 'Lantana']",1.0,Rubber vine,"['./data/deepweeds/images/20170727-164330-1.jpg', './data/deepweeds/images/20180125-100709-2.jpg', './data/deepweeds/images/20170728-152004-1.jpg', './data/deepweeds/images/20171113-142238-2.jpg', './data/deepweeds/images/20171025-074729-2.jpg', './data/deepweeds/images/20171102-123535-3.jpg', './data/deepweeds/images/20170405-160013-0.jpg', './data/deepweeds/images/20170811-133144-1.jpg']","['Prickly acacia', 'Negative', 'Prickly acacia', 'Siam weed', 'Parthenium', 'Parkinsonia', 'Chinee apple', 'Chinee apple']",0.0,Siam weed,"['./data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20170811-163650-1.jpg', './data/deepweeds/images/20171109-093602-2.jpg']","['Parthenium', 'Lantana', 'Chinee apple', 'Rubber vine']",0.0,Snake weed,"['./data/deepweeds/images/20170920-111042-3.jpg', './data/deepweeds/images/20171025-092626-2.jpg', './data/deepweeds/images/20171212-095841-3.jpg', './data/deepweeds/images/20170304-124640-0.jpg']","['Prickly acacia', 'Parthenium', 'Negative', 'Chinee apple']",0.0,Snake weed,"['./data/deepweeds/images/20170127-101927-0.jpg', './data/deepweeds/images/20170811-163650-1.jpg']","['Lantana', 'Chinee apple']",0.0,Siam weed,"['./data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg']","['Parthenium', 'Lantana']",0.0,Snake weed,['./data/deepweeds/images/20171025-082114-2.jpg'],['Parthenium'],0.0,Snake weed,['./data/deepweeds/images/20180119-105242-2.jpg'],['Negative'],0.0,Snake weed,[],[],0.0,Snake weed,[],[],0.0
8,./data/deepweeds/images/20170304-124640-0.jpg,Chinee apple,Chinee apple,"['./data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20170811-133144-1.jpg', './data/deepweeds/images/20170405-160013-0.jpg', './data/deepweeds/images/20170210-133043-0.jpg', './data/deepweeds/images/20171025-082439-1.jpg', './data/deepweeds/images/20171025-092626-2.jpg']","['Chinee apple', 'Parthenium', 'Lantana', 'Chinee apple', 'Chinee apple', 'Chinee apple', 'Chinee apple', 'Parthenium']",5.0,Rubber vine,"['./data/deepweeds/images/20171121-084910-1.jpg', './data/deepweeds/images/20170906-095420-4.jpg', './data/deepweeds/images/20171109-091335-3.jpg', './data/deepweeds/images/20171025-080031-3.jpg', './data/deepweeds/images/20170920-095313-3.jpg', './data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170728-153152-2.jpg', './data/deepweeds/images/20170410-160127-0.jpg']","['Siam weed', 'Parthenium', 'Rubber vine', 'Parthenium', 'Parkinsonia', 'Parthenium', 'Prickly acacia', 'Snake weed']",0.0,Snake weed,"['./data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20171025-082114-2.jpg', './data/deepweeds/images/20170714-140705-1.jpg', './data/deepweeds/images/20170811-133144-1.jpg']","['Chinee apple', 'Parthenium', 'Lantana', 'Chinee apple']",2.0,Rubber vine,"['./data/deepweeds/images/20170913-121432-3.jpg', './data/deepweeds/images/20170705-165040-0.jpg', './data/deepweeds/images/20170210-142422-0.jpg', './data/deepweeds/images/20180109-080158-1.jpg']","['Parthenium', 'Snake weed', 'Snake weed', 'Negative']",0.0,Rubber vine,"['./data/deepweeds/images/20170714-110205-1.jpg', './data/deepweeds/images/20170811-104825-2.jpg']","['Lantana', 'Chinee apple']",1.0,Chinee apple,"['./data/deepweeds/images/20170410-154004-0.jpg', './data/deepweeds/images/20171025-082114-2.jpg']","['Chinee apple', 'Parthenium']",1.0,Rubber vine,['./data/deepweeds/images/20170410-154004-0.jpg'],['Chinee apple'],1.0,Rubber vine,['./data/deepweeds/images/20171025-100510-2.jpg'],['Parthenium'],0.0,Rubber vine,[],[],0.0,Rubber vine,[],[],0.0
9,./data/deepweeds/images/20170811-162102-1.jpg,Chinee apple,Chinee apple,"['./data/deepweeds/images/20170811-130004-1.jpg', './data/deepweeds/images/20171025-082439-1.jpg', './data/deepweeds/images/20171102-103736-2.jpg', './data/deepweeds/images/20170811-133144-1.jpg', './data/deepweeds/images/20170127-101415-0.jpg', './data/deepweeds/images/20180112-072356-2.jpg', './data/deepweeds/images/20170304-124640-0.jpg', './data/deepweeds/images/20180112-072618-2.jpg']","['Chinee apple', 'Chinee apple', 'Parkinsonia', 'Chinee apple', 'Lantana', 'Negative', 'Chinee apple', 'Negative']",4.0,Chinee apple,"['./data/deepweeds/images/20170920-101034-2.jpg', './data/deepweeds/images/20170906-095420-4.jpg', './data/deepweeds/images/20170718-132737-2.jpg', './data/deepweeds/images/20170920-111042-3.jpg', './data/deepweeds/images/20180109-105153-1.jpg', './data/deepweeds/images/20170126-095837-0.jpg', './data/deepweeds/images/20170210-142422-0.jpg', './data/deepweeds/images/20170714-120304-3.jpg']","['Parkinsonia', 'Parthenium', 'Snake weed', 'Prickly acacia', 'Negative', 'Lantana', 'Snake weed', 'Lantana']",0.0,Chinee apple,"['./data/deepweeds/images/20170811-130004-1.jpg', './data/deepweeds/images/20171025-082439-1.jpg', './data/deepweeds/images/20171102-103736-2.jpg', './data/deepweeds/images/20170811-133144-1.jpg']","['Chinee apple', 'Chinee apple', 'Parkinsonia', 'Chinee apple']",3.0,Chinee apple,"['./data/deepweeds/images/20170727-120008-3.jpg', './data/deepweeds/images/20170920-110443-2.jpg', './data/deepweeds/images/20180112-072618-2.jpg', './data/deepweeds/images/20170714-142559-2.jpg']","['Prickly acacia', 'Parkinsonia', 'Negative', 'Lantana']",0.0,Chinee apple,"['./data/deepweeds/images/20170630-154442-0.jpg', './data/deepweeds/images/20170920-111229-2.jpg']","['Snake weed', 'Parkinsonia']",0.0,Chinee apple,"['./data/deepweeds/images/20170811-130004-1.jpg', './data/deepweeds/images/20171025-082439-1.jpg']","['Chinee apple', 'Chinee apple']",2.0,Chinee apple,['./data/deepweeds/images/20170811-130004-1.jpg'],['Chinee apple'],1.0,Chinee apple,['./data/deepweeds/images/20170906-095420-4.jpg'],['Parthenium'],0.0,Chinee apple,[],[],0.0,Chinee apple,[],[],0.0
